Collection,Occurrence Date,Item,Price,From,To,Trade Date
,,Chromie Squiggle #7819,0.6599,WeAreEarly(0xbd9e322303fa0ee764d8efb497ca4b81589a281a),GOMI(0x7da70ff4372512b0abcc050b36972a35e85fb0e8),2021-04-11T22:02:58.002653
,,Chromie Squiggle #3453,0.66,blockstar(0xa1e4f7dc1983fefe37e2175524ebad87f1c78c3c),sethgoldstein(0xda3c325ab45b30aeb476b026fe6a777443ca04f3),2021-04-11T21:59:07.014357
,,Chromie Squiggle #5835,1.1,crumpet_boy(0xb50121b77a1cbfc517b76039f2a8a5d1e536baad),go-on(0xd022aff371f2b0647b90fdac50746d26192c4e00),2021-04-11T21:55:39.766349
,,Chromie Squiggle #3920,0.695,Zonked(0xebf02c6e12c3ee119abba161c40bfeead0a06b15),Mhod(0x6576cb9c44b7a8009b47ed9f6df1576275c4b5e8),2021-04-11T21:51:19.742746
,,Chromie Squiggle #8658,0.61,Kerkmeis(0xb86377aa282654f2deef20cbf45909b5c8aab078),wiltchamberlain(0xf930b0a0500d8f53b2e7efa4f7bcb5cc0c71067e),2021-04-11T21:37:25.939758
,,Algobots #27,1.24,leeandhester(0x82397c3222c3797aa8c01eb05c316070281cd779),fielding(0x738ffcd2a650e74065207ea8a1c96bb512adf78d),2021-04-11T21:11:35.765573
,,Chromie Squiggle #3100,0.8,acc(0xa2d50deff9b7d31b6f1f85654c04c4609d08c6e2),biomes(0x547e4f8fce41fe8e46dbe7554b9153ea087311d7),2021-04-11T21:08:21.582832
,,Unigrids #266,2.5,MEEMLORD(0x4dfd1688ec88704e0d43976c58c34dcdb12ab55c),XXXX(0xcf6165e56c3383978f6eaaf58b314af41569c0f0),2021-04-11T20:58:36.305343
,,Inspirals #610,0.1,MyOpenSeaAcct(0xb010d92c9c297906dbe76414fc32c492f31090a1),SilverSurfer888(0x207b3c1083a62e282d375a11f52730879cbfbbbb),2021-04-11T20:51:55.472605
,,Chromie Squiggle #5230,0.6669,WeAreEarly(0xbd9e322303fa0ee764d8efb497ca4b81589a281a),rodfer(0xfbed5277e524113df313f9f6b29fde8677f4e936),2021-04-11T20:51:05.811868
,,Chromie Squiggle #5238,0.6799,Squiggawhale(0x2e40e6c5a91a66728baa76c717c988f170ea61db),YoungMike(0x5cf4e7e1fabefd366512b60f1509a678c0a43e48),2021-04-11T20:44:03.876301
,,Chromie Squiggle #954,0.8888,(0xedf7b675a2fe3c27efb263fb4c204a3f0fb17d46),metamix(0x7779756dc9f66a5f769f34bf0918d6c180783bd7),2021-04-11T20:42:21.209521
,,Unigrids #63,2.288,0xab48(0xab48edd90bdf367d326d827758bacd2460c59d17),XXXX(0xcf6165e56c3383978f6eaaf58b314af41569c0f0),2021-04-11T20:18:47.532742
,,Chromie Squiggle #5680,0.6669,Squiggawhale(0x2e40e6c5a91a66728baa76c717c988f170ea61db),dfE7c38(0x025376e7e7f161a198fb5fc90a220a553836d11a),2021-04-11T20:18:48.007822
,,Archetype #229,2.0,h4x(0x4897d38b0974051d8fa34364e37a5993f4a966a5),XXXX(0xcf6165e56c3383978f6eaaf58b314af41569c0f0),2021-04-11T20:18:47.568726
,,Archetype #105,2.0,jeffgdavis(0x7d42611012fdbe366bf4a0481fc0e1abf15e245a),XXXX(0xcf6165e56c3383978f6eaaf58b314af41569c0f0),2021-04-11T20:14:52.401487
,,Archetype #558,2.0,0xb7ba(0xb7bab6c93a0a4f57ccc9440995caccf4fccfbc28),XXXX(0xcf6165e56c3383978f6eaaf58b314af41569c0f0),2021-04-11T20:02:09.152846
,,Chromie Squiggle #326,0.7699,B6F6E7(0x7058634bc1394af83aa0a3589d6b818e4c35295a),chris21martin(0x85f4732d67a27cad1e31ac266c81e6cbecd47c13),2021-04-11T19:59:34.294223
,,Archetype #33,1.8,22e(0x22e0e866588cb82a3fbaed83893d987bdbdfb085),XXXX(0xcf6165e56c3383978f6eaaf58b314af41569c0f0),2021-04-11T19:58:58.246494
,,Chromie Squiggle #7858,0.6899,WeAreEarly(0xbd9e322303fa0ee764d8efb497ca4b81589a281a),Mr-420-69(0xd64836135240b9c1580c87f4660a369cb264b7f7),2021-04-11T19:52:31.494664
,,Chromie Squiggle #9097,0.9,esrevni(0x7ffd68ae92ddc5c7d9a3e29e37166823ad0d46db),Antwren(0x94d1050ead2a9be25a5ad35c255341032eae8c0e),2021-04-11T19:30:05.721030
,,Algobots #203,3.0,fielding(0x738ffcd2a650e74065207ea8a1c96bb512adf78d),moonrock(0x0c6295b8b5e9dad2d3ba15ef4cd4c47a4c0ae2fa),2021-04-11T19:19:16.654996
,,Chromie Squiggle #606,0.6799,WeAreEarly(0xbd9e322303fa0ee764d8efb497ca4b81589a281a),Spice2(0xf29dbc79ae222677f8a91dbe55cf052e61c206fd),2021-04-11T19:19:16.496679
,,Synapses #560,0.19,WeAreEarly(0xbd9e322303fa0ee764d8efb497ca4b81589a281a),jerikl(0x9af8f985d9c37bde376ac3a9b1bf47cff70e7ff8),2021-04-11T19:16:28.378382
,,Chromie Squiggle #8843,0.689,idle(0x036eff96a00b461bf86cdfb6cf1fbee08e9e3be6),NiftyFifty(0xe75304fe5bb590b6dea3ca13a8abab257c12e753),2021-04-11T19:14:57.450236
,,Algobots #89,1.0,(0xa9dfe2d560c616be359ebd24a816127ed78301f9),DandelionCollects(0xe03a5189dac8182085e4adf66281f679fff2291d),2021-04-11T19:07:52.808377
,,Algobots #279,1.01,(0xe25c8cbe119c55dcef5ea372771f9365f52a115d),DandelionCollects(0xe03a5189dac8182085e4adf66281f679fff2291d),2021-04-11T19:06:53.900773
,,Algobots #325,2.0,Pty(0x93e45360f7e5b0b85d8e65dae9fa1a6f2af56819),DandelionCollects(0xe03a5189dac8182085e4adf66281f679fff2291d),2021-04-11T19:05:23.631855
,,Apparitions #288,0.298,Sputnik(0xfb8c8dbd3e681bbdb7936ac99aa57f9e1a2b375d),SingLouder(0xc948454951290bbb83e6d56e6fee5e9653750e7f),2021-04-11T19:05:16.824508
,,Apparitions #219,0.2,ABCDEFGHIJKLMNOPQRSTUVWXYZ(0x38a4d889a1979133fbc1d58f970f0953e3715c26),Druid_eth(0xdc1f218011888ce3da16bf403833a78cf5e2de47),2021-04-11T19:00:45.059746
,,Apparitions #1143,0.25,cryptosaure77(0xbd9ed148f421dde7eaf0bee6d81284c593b4c797),SingLouder(0xc948454951290bbb83e6d56e6fee5e9653750e7f),2021-04-11T18:55:50.768523
,,Chromie Squiggle #6281,0.6899,Squiggawhale(0x2e40e6c5a91a66728baa76c717c988f170ea61db),Moneymaster94(0xd4123a5d361ead832058493dab34210aa4a9b152),2021-04-11T18:45:31.306300
,,Singularity #87,1.25,evantan(0x15f7320adb990020956d29edb6ba17f3d468001e),(0xc68bc160afb3ed468e0d98ff645ec760f6fa5669),2021-04-11T18:37:08.138597
,,Singularity #512,3.0,(0xc68bc160afb3ed468e0d98ff645ec760f6fa5669),tonyherrera(0x94de7e2c73529ebf3206aa3459e699fbcdfcd49b),2021-04-11T18:32:06.697780
,,Chromie Squiggle #1267,0.83,Pablo6428(0xa83c4f07cc7f4682215becd389ec28176ab18546),jukay(0xe75b05cf7f73c2808c711d38488cc8e0186d259e),2021-04-11T18:23:13.542548
,,Algobots #65,0.95,skta(0xf86eb5215f14af0ec2708653dc8a7c6714648eb1),bl0x(0x30cb55a810643c9a728b89f546930732791c03f8),2021-04-11T18:22:49.859296
,,Algobots #11,0.92,62(0x62223651d6a33d58be70eb9876c3caf7096169ef),jordanlyall(0xcf88fa6ee6d111b04be9b06ef6fad6bd6691b88c),2021-04-11T18:12:50.683745
,,720 Minutes #560,0.5,(0xf9b7850ee758ca9878a052aeed04f24a50531ea1),bone_(0xe6d2a9b56701d3180d218717141670ad720e479f),2021-04-11T18:05:22.431201
,,Chromie Squiggle #1197,0.69,j1mmy(0x442dccee68425828c106a3662014b4f131e3bd9b),greenredblack(0xd6a7f1b4b56642b7214fa3578565aef93dd0d5b9),2021-04-11T18:04:58.288736
,,HyperHash #150,0.5,(0xffd4f8491de3acb273b730d82c426f64a82563ad),bone_(0xe6d2a9b56701d3180d218717141670ad720e479f),2021-04-11T18:04:22.073423
,,Construction Token #203,0.37,j1mmy(0x442dccee68425828c106a3662014b4f131e3bd9b),bone_(0xe6d2a9b56701d3180d218717141670ad720e479f),2021-04-11T18:02:36.158820
,,Algobots #207,0.99,(0x2bf25ed39966fe7f1830ab8ac45b7bd02b2fefcc),metamix(0x7779756dc9f66a5f769f34bf0918d6c180783bd7),2021-04-11T17:59:42.323633
,,Algobots #10,0.92,62(0x62223651d6a33d58be70eb9876c3caf7096169ef),metamix(0x7779756dc9f66a5f769f34bf0918d6c180783bd7),2021-04-11T17:59:05.611666
,,Algobots #481,0.94,1eo(0x59e6e72aa9ce3c5bf9f80e895949f93363a6f3bc),metamix(0x7779756dc9f66a5f769f34bf0918d6c180783bd7),2021-04-11T17:59:05.576677
,,Algobots #229,0.85,(0x3e0998e9fcbd992d36239d5c5ad182d2b5cfb00b),moonrock(0x0c6295b8b5e9dad2d3ba15ef4cd4c47a4c0ae2fa),2021-04-11T17:54:21.939470
,,Chromie Squiggle #2693,1.02,esrevni(0x7ffd68ae92ddc5c7d9a3e29e37166823ad0d46db),0xdbf5(0xdbf58407556c99ec0ec743f4c2549fcfa467fa67),2021-04-11T17:52:56.401546
,,Algobots #169,0.8,JeanClaudeVanDough(0x9725fdcf99a66b9fecbad232b4eb5b2243bc7fe2),bone_(0xe6d2a9b56701d3180d218717141670ad720e479f),2021-04-11T17:48:23.716626
,,Algobots #494,0.85,habs(0xdd25963251fceb0a7bef9bb713eed260829f5656),bone_(0xe6d2a9b56701d3180d218717141670ad720e479f),2021-04-11T17:48:23.862263
,,Algobots #436,1.3,0xAE26b2(0xae26b20104f4b7ef39d23e01b83048f28cbae01d),no-boday(0xc4b0d0a7717905d342926958453e0654806850bb),2021-04-11T17:31:28.221165
,,Algobots #276,1.2,Tweety_Pie(0xee402489d83e2b22d496910f8c810d35a3ad7b25),no-boday(0xc4b0d0a7717905d342926958453e0654806850bb),2021-04-11T17:30:06.395624
,,Chromie Squiggle #2129,0.68,FunSponge(0xd4d8564baace86315f02e91d1afd54a5979719e3),jabjab(0xcc47fcbfdd6e558fb39cf5ef4d92e59890476b86),2021-04-11T17:29:57.453479
,,Algobots #280,0.98,FluffyBob(0xb43623daedf0d03a23646b3fd145f1eb842f1a2b),no-boday(0xc4b0d0a7717905d342926958453e0654806850bb),2021-04-11T17:29:51.713226
,,Chromie Squiggle #5978,0.67,Squiggawhale(0x2e40e6c5a91a66728baa76c717c988f170ea61db),Sanmibreve(0xe36587a9a611a4d5726ed35038cbfcad37f0eef1),2021-04-11T17:19:42.337033
,,Algobots #462,0.85,rayanboy(0x43aa7abf84d5812817dd8784f6f1c6d809513706),DandelionCollects(0xe03a5189dac8182085e4adf66281f679fff2291d),2021-04-11T17:13:27.754725
,,Algobots #94,0.85,ABCDEFGHIJKLMNOPQRSTUVWXYZ(0x38a4d889a1979133fbc1d58f970f0953e3715c26),NFTbroker(0xa9f9293b3486e25b740379cf5454686e3d03b2ba),2021-04-11T17:01:13.595210
,,Algobots #268,1.01,(0xbb0e76955c60281b6610c972671fcc0341b558e5),DandelionCollects(0xe03a5189dac8182085e4adf66281f679fff2291d),2021-04-11T16:55:11.419761
,,Algobots #86,0.88,JivaCore(0x33e3c007d1d48e2b645c9ce22570267b0c82f578),DandelionCollects(0xe03a5189dac8182085e4adf66281f679fff2291d),2021-04-11T16:52:41.758770
,,Chromie Squiggle #8843,0.679,Squiggawhale(0x2e40e6c5a91a66728baa76c717c988f170ea61db),idle(0x036eff96a00b461bf86cdfb6cf1fbee08e9e3be6),2021-04-11T16:52:11.545503
,,Chromie Squiggle #1353,0.69,j1mmy(0x442dccee68425828c106a3662014b4f131e3bd9b),MightyMantis(0x7ced10c2c2c6a70c4f5417f7d19b38ec10e65824),2021-04-11T16:39:51.919767
,,Chromie Squiggle #1304,5.0,j1mmy(0x442dccee68425828c106a3662014b4f131e3bd9b),jdh(0x6ef2376fa6e12dabb3a3ed0fb44e4ff29847af68),2021-04-11T16:39:55.455216
,,Chromie Squiggle #1055,0.69,j1mmy(0x442dccee68425828c106a3662014b4f131e3bd9b),SingLouder(0xc948454951290bbb83e6d56e6fee5e9653750e7f),2021-04-11T16:37:27.892953
,,Chromie Squiggle #7329,1.2,acc(0xa2d50deff9b7d31b6f1f85654c04c4609d08c6e2),SteadyBlurry(0x996290c17c874d989d6e3db7dc0b2ef0a9fb876d),2021-04-11T16:36:42.566602
,,Algobots #289,0.9,(0x50bd960d37efeb62989a93821aa886c6042f9df1),SingLouder(0xc948454951290bbb83e6d56e6fee5e9653750e7f),2021-04-11T16:26:02.203228
,,Chromie Squiggle #7965,0.73,WeAreEarly(0xbd9e322303fa0ee764d8efb497ca4b81589a281a),612125(0xb8c50ae12576069aa5ef8304356957efc12d4f38),2021-04-11T16:21:06.078028
,,Apparitions #810,0.35,Nassredean(0x9386efb02a55a1092dc19f0e68a9816ddaabdb5b),79A5(0xd6b533c21c3769227c53837745ace32c063c79a5),2021-04-11T16:17:24.100288
,,Algobots #180,1.8,no-boday(0xc4b0d0a7717905d342926958453e0654806850bb),j1mmy(0x442dccee68425828c106a3662014b4f131e3bd9b),2021-04-11T16:06:30.032530
,,Construction Token #251,0.4,j1mmy(0x442dccee68425828c106a3662014b4f131e3bd9b),0xlo(0x8a286b1bbfddf7296c497e99d5900005a09831d2),2021-04-11T15:58:19.714781
,,Chromie Squiggle #1265,0.75,j1mmy(0x442dccee68425828c106a3662014b4f131e3bd9b),(0x4beb3ea53a22a1aed2da862738ed2aa77e8452e7),2021-04-11T15:57:42.977555
,,Chromie Squiggle #1256,0.96,j1mmy(0x442dccee68425828c106a3662014b4f131e3bd9b),(0x60b0bac06ff5d46b3a4c7633b00f4933e3cddde0),2021-04-11T15:57:40.112127
,,Algobots #378,1.99,(0x3b44f9ad61591ca192a23a94774f5438ac60c42e),j1mmy(0x442dccee68425828c106a3662014b4f131e3bd9b),2021-04-11T15:53:46.563520
,,Algobots #427,0.8,Mkdragon(0xa0ab8eddf14a5174688e2eb1bdb69cdf377142c3),j1mmy(0x442dccee68425828c106a3662014b4f131e3bd9b),2021-04-11T15:48:35.656604
,,Chromie Squiggle #1544,0.85,0xc(0xc22df065a81f6e0107e214991b9d7fb179d401b3),Jeff-Kauffman-Jr(0x794d3be3e1f3792a7397c84997fc28e081745c1f),2021-04-11T15:46:55.258602
,,Chromie Squiggle #2922,0.8,acc(0xa2d50deff9b7d31b6f1f85654c04c4609d08c6e2),Jeff-Kauffman-Jr(0x794d3be3e1f3792a7397c84997fc28e081745c1f),2021-04-11T15:44:01.179974
,,Chromie Squiggle #5975,0.79,bbbbbbbbb(0xbd23ba386baf796b6526e1670d9dddf1f7b15ebb),syarov2(0x4f9ebc78810951317625736c9783635c343d2f82),2021-04-11T15:42:02.842073
,,Chromie Squiggle #326,0.352,j1mmy(0x442dccee68425828c106a3662014b4f131e3bd9b),B6F6E7(0x7058634bc1394af83aa0a3589d6b818e4c35295a),2021-04-11T15:36:36.328638
,,Chromie Squiggle #1036,0.8,0xc(0xc22df065a81f6e0107e214991b9d7fb179d401b3),(0x056590f16d5b314a132bbcfb1283fec5d5c6e670),2021-04-11T15:36:12.393587
,,Algobots #159,0.85,(0xf9c31f7e0e3bfb7af75a4e60e50d6211a6654f98),_nemo_(0x75fda6bfac282634323be70bb27a2c0839082ac5),2021-04-11T15:27:29.868111
,,Chromie Squiggle #9096,0.8,esrevni(0x7ffd68ae92ddc5c7d9a3e29e37166823ad0d46db),princeape(0x4f942119e6ab0a6e4368e795d1d64291a3ff0da4),2021-04-11T15:25:33.343823
,,Chromie Squiggle #1464,0.85,0xc(0xc22df065a81f6e0107e214991b9d7fb179d401b3),Jollytime(0xfea6145aec3832672df239639fbc1db273ace241),2021-04-11T15:24:34.887267
,,Chromie Squiggle #1007,1.0,(0xfc2a616d48a8681250aaaf590404e20812e96cfa),lickyluke(0x4202c5aa18c934b96bc4aedb3da4593c44076618),2021-04-11T15:24:27.019638
,,Chromie Squiggle #8702,0.79,_nemo_(0x75fda6bfac282634323be70bb27a2c0839082ac5),Asher5602(0xd77900479ef30963f4b5aa7d752b15795192ee15),2021-04-11T15:20:26.525643
,,Chromie Squiggle #6815,0.959,(0x1bb77204b2ed64751138145c26a6b31e836ddcdb),0xVR1(0x035e8a0a57f24fd10d447c6ce44524513dd6e09c),2021-04-11T15:17:58.179225
,,Chromie Squiggle #5522,1.1,comfygang(0xc46db2d89327d4c41eb81c43ed5e3dff111f9a8f),BlueGoose(0x1bf1baac1e98ade5df093e015e0f783cc4b81b36),2021-04-11T15:17:58.208592
,,Algobots #373,0.75,Tweety_Pie(0xee402489d83e2b22d496910f8c810d35a3ad7b25),CSnft(0xca8c27d432f61b3bdeaae160d25da85560087c94),2021-04-11T15:13:57.752142
,,Chromie Squiggle #1546,0.75,-B(0xdd03fa85570ead9ea86efa9699cd4f447d090463),AbsolutelyNobody(0xe98903c3a84e7208806f0da97af42014ef1c8a92),2021-04-11T15:12:43.524644
,,Chromie Squiggle #3087,0.77,acc(0xa2d50deff9b7d31b6f1f85654c04c4609d08c6e2),(0x47710331ad2246ceb4c547c68bc9acaeac908883),2021-04-11T15:12:41.990421
,,Chromie Squiggle #7981,0.8,(0xc9ab5825ceacc38a014ecc349bd3fb8572de81d4),Ieperen(0x2bc2ca2a7b3e6edef35223a211ac3b0b9b8d4346),2021-04-11T15:09:17.070334
,,Chromie Squiggle #3322,0.77,acc(0xa2d50deff9b7d31b6f1f85654c04c4609d08c6e2),AbsolutelyNobody(0xe98903c3a84e7208806f0da97af42014ef1c8a92),2021-04-11T15:08:42.099892
,,Chromie Squiggle #1351,1.33,j1mmy(0x442dccee68425828c106a3662014b4f131e3bd9b),yung1800yearold(0xfd41bef1fd45d7db65fb8f4cd3804e4c8daff6b9),2021-04-11T15:08:41.405420
,,Chromie Squiggle #3273,0.77,acc(0xa2d50deff9b7d31b6f1f85654c04c4609d08c6e2),BitAndrew(0x35f34185f753d5fef739d46dba7a26b2bd88c83d),2021-04-11T15:06:30.110528
,,Algobots #461,0.5,Tarinth(0xc537ac9ac5ce931d22c866380db66db7b5f49714),DandelionCollects(0xe03a5189dac8182085e4adf66281f679fff2291d),2021-04-11T15:02:51.487256
,,Chromie Squiggle #3104,0.77,acc(0xa2d50deff9b7d31b6f1f85654c04c4609d08c6e2),0xfa44(0xfa449503dc956c0f008903fe00cc30f50e07e745),2021-04-11T15:01:57.102787
,,Chromie Squiggle #5628,0.79,FAF39E(0xfaf39e9d421db0edb4b2026b4ce7479bf373b79f),iamonsale(0x7b5485c076acb0a6e601be90d995a5f50c6988e7),2021-04-11T15:00:57.044611
,,Chromie Squiggle #6922,0.75,(0x7eb9693402e49a781ac616a0e5b939ba22bb43a6),Odysseus(0x4bbb41f61fffc1bbe65a2aa192c65281e16ea758),2021-04-11T15:17:31.917665
,,Chromie Squiggle #5637,0.75,(0x7eb9693402e49a781ac616a0e5b939ba22bb43a6),Odysseus(0x4bbb41f61fffc1bbe65a2aa192c65281e16ea758),2021-04-11T15:17:30.323849
,,Chromie Squiggle #9040,0.75,Epicurus(0x8918d5b122aa2f9bf84c4d3c2e64c17f560bd77c),Odysseus(0x4bbb41f61fffc1bbe65a2aa192c65281e16ea758),2021-04-11T14:54:15.058694
,,Chromie Squiggle #1523,0.75,wickedzany2(0x6463dbd8ae7dfb08cfe903cdf98ea7558faf36e6),Odysseus(0x4bbb41f61fffc1bbe65a2aa192c65281e16ea758),2021-04-11T14:53:56.774538
,,Chromie Squiggle #7853,0.7499,crumpet_boy(0xb50121b77a1cbfc517b76039f2a8a5d1e536baad),Dojer(0x3d9fe7337f067dd52d1dc8cb45490b1ad6c2f65b),2021-04-11T14:52:02.194199
,,Chromie Squiggle #7980,0.71,(0xc9ab5825ceacc38a014ecc349bd3fb8572de81d4),Odysseus(0x4bbb41f61fffc1bbe65a2aa192c65281e16ea758),2021-04-11T14:50:08.720950
,,Chromie Squiggle #8983,0.7,TeeKay(0x98a692316057e74b9297d53a61b4916d253c9ea6),BC143L3(0xb2e714bf6b0cdde7f27316132fb612315f3faf91),2021-04-11T14:49:31.182241
,,Chromie Squiggle #8804,0.7,(0xfc7092d1e9133ff09607a9eff4edaf87bd4e1800),quinn(0x61ff15db4ff75b180cdc3351f71fcc288606366f),2021-04-11T14:48:31.822116
,,Chromie Squiggle #3269,0.7,acc(0xa2d50deff9b7d31b6f1f85654c04c4609d08c6e2),AbsolutelyNobody(0xe98903c3a84e7208806f0da97af42014ef1c8a92),2021-04-11T14:46:48.967163
,,Chromie Squiggle #2870,1.0975929736047305,Amel-Bech(0x07c5ea539a54318780655b7a74fc379f3f37c7a6),Odysseus(0x4bbb41f61fffc1bbe65a2aa192c65281e16ea758),2021-04-11T14:46:10.005421
,,Chromie Squiggle #3651,1.0976192459904186,Amel-Bech(0x07c5ea539a54318780655b7a74fc379f3f37c7a6),Odysseus(0x4bbb41f61fffc1bbe65a2aa192c65281e16ea758),2021-04-11T14:45:31.637158
,,Chromie Squiggle #3093,0.7,acc(0xa2d50deff9b7d31b6f1f85654c04c4609d08c6e2),floatsdownstream(0x3da48c5e033edc7dbb3bcc1e68293753c1ce9cf6),2021-04-11T14:45:04.504067
,,Chromie Squiggle #8803,0.6875538198060589,Amel-Bech(0x07c5ea539a54318780655b7a74fc379f3f37c7a6),bobeglz(0xb09861246e4149afa18581449c0bb6d4f56bfee3),2021-04-11T14:43:59.342491
,,Chromie Squiggle #4283,0.69,Zonked(0xebf02c6e12c3ee119abba161c40bfeead0a06b15),Donk_Capital_Ltd(0x6514304c439565bc6bf5e60dc69dc355a034e6c3),2021-04-11T14:37:44.635829
,,Chromie Squiggle #3101,0.77,acc(0xa2d50deff9b7d31b6f1f85654c04c4609d08c6e2),Christian_Fullsend(0xf8e58bb6d7897441c2b39d0fdf4d72a2635d8f0a),2021-04-11T14:30:51.170894
,,Apparitions #747,0.37,vuduchyld(0x974a543278197586c3f11ffd477968e17acd1ac6),thoers(0x18216fb0b1f8fa9073e3a50234d23db2b7c994db),2021-04-11T14:08:34.281850
,,Chromie Squiggle #1499,0.98,Kenji__(0xcf06ada0c23d03186a1f1a62475b4783b9f6287f),lickyluke(0x4202c5aa18c934b96bc4aedb3da4593c44076618),2021-04-11T14:07:41.788962
,,Chromie Squiggle #1495,0.699,O_Gosh(0x7b7736a2c07c4332ffad45a039d2117ae15e3f66),NotBagsyNFT(0x9fdd56519f1b30def1cbfbc1d46c6f308a7f48d5),2021-04-11T13:52:32.521935
,,Chromie Squiggle #6827,0.75,Gilzar2(0x89cc08700dcba9d4bad5295dee2a111b90b39917),0cxfac(0xcfac03981285157c1745c4cee41fffd3bb45be0c),2021-04-11T13:51:57.572027
,,Chromie Squiggle #3092,0.8,acc(0xa2d50deff9b7d31b6f1f85654c04c4609d08c6e2),0x4bab(0x4bab464da1bf310b60b4b1bf0bb15932be61d6dd),2021-04-11T13:47:33.581624
,,Chromie Squiggle #5995,1.2,Zonked(0xebf02c6e12c3ee119abba161c40bfeead0a06b15),(0x45d28aa363ff215b4c6b6a212dc610f004272bb5),2021-04-11T13:43:06.307227
,,Chromie Squiggle #7334,0.7,acc(0xa2d50deff9b7d31b6f1f85654c04c4609d08c6e2),XHa2(0xfa708771230db548b78348d7abce4525e1b9ac9f),2021-04-11T13:41:33.151262
,,Chromie Squiggle #3823,0.69,Zonked(0xebf02c6e12c3ee119abba161c40bfeead0a06b15),pantherman(0x1dd533820c1ac3080a59f2b0b3990e7674fb4603),2021-04-11T13:35:18.817471
,,Chromie Squiggle #968,0.69,Zonked(0xebf02c6e12c3ee119abba161c40bfeead0a06b15),BC143L3(0xb2e714bf6b0cdde7f27316132fb612315f3faf91),2021-04-11T13:35:18.732058
,,Chromie Squiggle #3642,0.6696002592112572,Amel-Bech(0x07c5ea539a54318780655b7a74fc379f3f37c7a6),(0xc40336f122d14ecfd16c74ed1e1b6563b7354d4f),2021-04-11T13:28:09.550716
,,Chromie Squiggle #8824,0.6597485697357945,Amel-Bech(0x07c5ea539a54318780655b7a74fc379f3f37c7a6),maxsam4(0x15f975952471083794791f0e0c819e6594bc5345),2021-04-11T13:23:05.374676
,,Chromie Squiggle #8804,0.649817051156246,Amel-Bech(0x07c5ea539a54318780655b7a74fc379f3f37c7a6),(0xfc7092d1e9133ff09607a9eff4edaf87bd4e1800),2021-04-11T13:20:17.658929
,,Chromie Squiggle #3275,0.7,acc(0xa2d50deff9b7d31b6f1f85654c04c4609d08c6e2),Sergito(0xa6e59b844891e619801b298f4f0af52054513a3c),2021-04-11T13:10:30.012276
,,Chromie Squiggle #1693,0.69,0xAE26b2(0xae26b20104f4b7ef39d23e01b83048f28cbae01d),Drzman07(0xa21392dd4b12cb543fb6d1e4e8759b3ac6e55169),2021-04-11T13:06:09.920832
,,Chromie Squiggle #3094,0.7,acc(0xa2d50deff9b7d31b6f1f85654c04c4609d08c6e2),lopesito(0xe3e3e34ca7efb7b6bd33a5b4408fe6eef3114d63),2021-04-11T12:56:55.400914
,,Chromie Squiggle #5960,0.685,LetMeLive(0x5aeedbc6b655c13950f32e5e8a0760d15bbe0afb),Gabriel(0x7cb71c594febace6b6ba11126abeb8cc860cb24a),2021-04-11T12:53:29.512285
,,Chromie Squiggle #3276,0.7,acc(0xa2d50deff9b7d31b6f1f85654c04c4609d08c6e2),(0x15d38100c29971e5948f7200002fd433ddc34489),2021-04-11T12:47:35.400123
,,Chromie Squiggle #5548,0.69,0xAE26b2(0xae26b20104f4b7ef39d23e01b83048f28cbae01d),vault29(0x1de1a360ccf21526746e945773b5663b238df78e),2021-04-11T12:29:14.152052
,,Chromie Squiggle #8914,0.69,redlioneye(0x0a690b298f84d12414f5c8db7de1ece5a4605877),(0x15d38100c29971e5948f7200002fd433ddc34489),2021-04-11T12:27:41.031752
,,Chromie Squiggle #5589,0.69,0xAE26b2(0xae26b20104f4b7ef39d23e01b83048f28cbae01d),jellyZaza(0x0ace88b44c8010c81a6fd133f7d9f47ca79e6b64),2021-04-11T12:26:26.241740
,,Chromie Squiggle #603,0.7,lander(0xa16ce88f9f702d390244ce016f9416b23c9c3027),Hell666(0x7dea319d9aba3d8bc67e137ef514ac5e2d702c96),2021-04-11T12:11:19.221940
,,Chromie Squiggle #1016,0.69,0xc(0xc22df065a81f6e0107e214991b9d7fb179d401b3),fierst(0x9047160b5e47e9290caa12886730c73cbb136884),2021-04-11T12:10:31.127335
,,Chromie Squiggle #6980,0.66,(0x1bb77204b2ed64751138145c26a6b31e836ddcdb),0xf910(0xf9107317b0ff77ed5b7adea15e50514a3564002b),2021-04-11T12:03:54.916457
,,Algobots #401,0.975,(0x754ab87192d98deba2c61e8143a5929896cc2beb),Povidlo(0xfe97b38192cb30add0bbe5e01e6a617562cc8318),2021-04-11T11:44:10.089216
,,Chromie Squiggle #3004,0.69,_nemo_(0x75fda6bfac282634323be70bb27a2c0839082ac5),oscat(0x6b0bf3dd3f83c1776769a87cb080ef370288f355),2021-04-11T11:15:04.202147
,,Chromie Squiggle #316,0.88,j1mmy(0x442dccee68425828c106a3662014b4f131e3bd9b),GrowingBamboo(0xc51505386b5a1d3e7ecb88cec112796d8cee0250),2021-04-11T10:55:53.058794
,,Chromie Squiggle #5979,0.68,NiftyFineArt(0xa08abdf10c859559b04751583118e177525cd8da),Pouncer(0x73dac69b5dbce7772550ff0e140d165d39a289ac),2021-04-11T10:53:11.214116
